reference,name,latitude,longitude,grid,locationDesc,attempts,activations,qsos,my_activations,my_hunted_qsos
JP-1141,Mikamoyama Prefectural Park,36.3053,139.627,PM96th,JP-TC,40,35,877,0,1
JP-1142,Nikko Tamozawa Implerial Villa Memorial Prefectural Park,36.7524,139.591,PM96ts,JP-TC,12,12,212,0,0
JP-1143,Nikko Daiyagawa Prefectural Park,36.7353,139.663,PM96tr,JP-TC,16,15,348,0,1
JP-1144,Tochigi Wanpaku Prefectural Park,36.4587,139.808,PM96vl,JP-TC,30,26,723,0,0
JP-1145,Sayama Prefectural Nature Park,35.7777,139.416,PM95qs,JP-ST,132,112,3680,0,32
JP-1146,Okumusashi Prefectural Nature Park,35.9061,139.19,PM95ov,JP-ST,313,263,11621,1,65
JP-1147,Kuroyama Prefectural Nature Park,35.9592,139.236,PM95ox,JP-ST,382,343,37249,0,54
JP-1148,Nagatoro Tamayodo Prefectural Nature Park,36.0949,139.115,PM96nc,JP-ST,344,308,18696,0,17
JP-1149,Hikikyuryo Prefectural Nature Park,36.0004,139.364,PM96qa,JP-ST,131,121,5142,0,12
JP-1150,Jobu Prefectural Nature Park,36.1292,139.023,PM96md,JP-ST,55,51,1860,0,2
JP-1151,Buko Prefectural Nature Park,35.9539,139.013,PM95mw,JP-ST,147,126,4496,0,12
JP-1152,Angyo Bunan Prefectural Nature Park,35.8541,139.735,PM95uu,JP-ST,98,93,2435,0,17
JP-1153,Ryogami Prefectural Nature Park,36,138.927,PM96la,JP-ST,25,25,711,0,1
JP-1154,Nishichichibu Prefectural Nature Park,36.0615,138.963,PM96lb,JP-ST,50,47,2337,0,3
JP-1155,Kitaurawa Prefectural Park,35.8699,139.644,PM95tu,JP-ST,64,49,976,0,1
JP-1156,Saitama Stadium 2002 Prefectural Park,35.903,139.715,PM95uv,JP-ST,36,36,748,0,1
JP-1157,Akigase Prefectural Park,35.8499,139.602,PM95tu,JP-ST,152,142,5161,0,42
JP-1158,Omiya Prefectural Park,35.9187,139.631,PM95tw,JP-ST,81,71,2202,0,10
JP-1159,Shirakobato Suijo Prefectural Park,35.9134,139.749,PM95uv,JP-ST,27,26,688,0,1
JP-1160,Ageo Undo Prefectural Park,35.9684,139.602,PM95tx,JP-ST,81,77,1634,0,4
JP-1162,Kumagaya Sports & Culture Prefectural Park,36.1665,139.405,PM96qd,JP-ST,24,24,701,0,3
JP-1163,Yoshimi Athletic Prefectural Park,36.0575,139.472,PM96rb,JP-ST,66,65,2220,0,3
JP-1164,Saitama Prefectural Forest Prefectural Park,35.9895,139.157,PM95nx,JP-ST,72,63,2324,0,5
JP-1165,Wako Jurin Prefectural Park,35.7773,139.599,PM95ts,JP-ST,63,60,1379,0,37
JP-1166,Sainomori Iruma Prefectural Park,35.8376,139.399,PM95qu,JP-ST,52,48,1279,0,3
JP-1167,Kazo Hanasaki Prefectural Park,36.1012,139.633,PM96tc,JP-ST,33,32,735,0,2
JP-1168,Matsubushi Midorinooka Prefectural Park,35.9458,139.81,PM95vw,JP-ST,43,43,1118,0,1
JP-1169,Hanyu Suigo Prefectural Park,36.1716,139.595,PM96te,JP-ST,33,33,751,0,2
JP-1170,Gongendo Prefectural Park,36.1076,139.725,PM96uc,JP-ST,37,34,752,0,0
JP-1171,Kukisyobu Prefectural Park,36.0543,139.646,PM96tb,JP-ST,32,30,750,0,4
JP-1172,Yoshikawa Prefectural Park,35.911,139.873,PM95wv,JP-ST,36,33,1085,0,3
JP-1173,Misato Prefectural Park,35.7846,139.873,PM95ws,JP-ST,57,54,1317,0,2
JP-1174,Kawagoe Prefectural Park,35.9134,139.451,PM95rv,JP-ST,206,195,4114,0,5
JP-1175,Kodomo Dobutsu Prefectural Park,35.997,139.374,PM95qx,JP-ST,26,26,838,0,2
JP-1176,Kitamoto Shizen Kansatsu Prefectural Park,36.0108,139.509,PM96sa,JP-ST,32,30,985,0,2
JP-1177,Arakawa Oaso Prefectural Park,36.1434,139.349,PM96qd,JP-ST,29,27,942,0,1
JP-1178,Sakitama Kofun Prefectural Park,36.1277,139.475,PM96rd,JP-ST,41,38,1230,0,3
JP-1179,Toda Prefectural Park,35.8017,139.676,PM95ut,JP-ST,49,47,1134,0,7
JP-1180,Tokorozawa Aviation Memorial Prefectural Park,35.7976,139.474,PM95rt,JP-ST,202,183,5179,0,281
JP-1181,Sayama Inariyama Prefectural Park,35.8475,139.397,PM95qu,JP-ST,54,49,940,0,2
JP-1182,Yoro Keikoku Okukiyosumi Prefectural Nature Park,35.2517,140.163,QM05bg,JP-CH,19,17,449,0,0
JP-1183,Kujukuri Prefectural Nature Park,35.4473,140.404,QM05ek,JP-CH,89,83,3561,0,6
JP-1184,Inba Tega Prefectural Nature Park,35.7566,140.189,QM05cs,JP-CH,203,186,6251,0,8
JP-1185,Takagoyama Prefectural Nature Park,35.198,139.993,PM95xe,JP-CH,56,49,2317,0,0
JP-1186,Mineoka Sankei Prefectural Nature Park,35.106,140.01,QM05ac,JP-CH,27,25,884,0,1
JP-1187,Tomisan Prefectural Nature Park,35.0953,139.882,PM95wc,JP-CH,39,37,1002,0,1
JP-1188,Otone Prefectural Nature Park,35.9151,140.468,QM05fv,JP-CH,33,32,1092,0,2
JP-1189,Kasamori Tsurumai Prefectural Nature Park,35.3995,140.201,QM05cj,JP-CH,61,54,1920,0,6
JP-1190,Hagoromo Prefectural Park,35.6037,140.123,QM05bo,JP-CH,21,20,324,0,0
JP-1191,Aobanomori Prefectural Park,35.5965,140.141,QM05bo,JP-CH,73,67,1786,0,2
JP-1192,Chiba Central Sports Center Prefectural Park,35.6503,140.126,QM05bp,JP-CH,51,50,1844,0,1
JP-1193,Makuhari Seaside Prefectural Park,35.6446,140.043,QM05ap,JP-CH,62,60,1672,0,3
JP-1194,Gyoda Prefectural Park,35.7195,139.973,PM95xr,JP-CH,42,39,921,0,0
JP-1195,Kashiwa no Ha Prefectural Park,35.8957,139.938,PM95xv,JP-CH,109,109,3261,0,1
JP-1196,Teganuma Shizen Fureai Greenway Prefectural Park,35.8572,140.041,QM05au,JP-CH,149,140,4652,0,5
JP-1197,Inbanuma Prefectural Park,35.7526,140.184,QM05cs,JP-CH,42,39,1077,0,1
JP-1198,Hokuso Hananooka Prefectural Park,35.789,140.124,QM05bs,JP-CH,25,25,682,0,2
JP-1199,Hasunuma Seaside Prefectural Park,35.5887,140.502,QM05go,JP-CH,23,23,924,0,1
JP-1200,Chosei no mori Prefectural Park,35.4547,140.267,QM05dk,JP-CH,22,21,630,0,1
JP-1201,Tateyama Sports Prefectural Park,34.9611,139.853,PM94wx,JP-CH,20,20,553,0,3
JP-1202,Futtsu Prefectural Park,35.3111,139.803,PM95vh,JP-CH,67,61,1771,0,2
JP-1203,Yachiyo Prefectural Park,35.7304,140.112,QM05br,JP-CH,34,31,986,0,4
JP-1204,Takiyama Nature Prefectural Nature Park,35.7009,139.332,PM95pq,JP-TK,95,90,3724,0,16
JP-1205,Takao Jinba Prefectural Nature Park,35.6506,139.221,PM95op,JP-TK,122,100,4954,0,11
JP-1206,Tama Kyuryo Prefectural Nature Park,35.6601,139.41,PM95qp,JP-TK,632,528,27448,0,181
JP-1207,Sayama Nature Prefectural Nature Park,35.7607,139.438,PM95rs,JP-TK,330,307,12810,0,36
JP-1208,Hamura Kusabana Kyuryo Prefectural Nature Park,35.7554,139.309,PM95ps,JP-TK,151,128,7132,0,17
JP-1209,Akigawa Kyuryo Prefectural Nature Park,35.7138,139.273,PM95pr,JP-TK,120,106,5456,0,7
JP-1210,Kyu-Iwasaki-tei Gardens Prefectural Park,35.7095,139.768,PM95vr,JP-TK,53,41,592,0,5
JP-1211,Kyu Shiba Rikyu Garden Prefectural Park,35.6547,139.758,PM95vp,JP-TK,58,52,900,0,6
JP-1212,Kyu-Furukawa Gardens Prefectural Park,35.7422,139.746,PM95ur,JP-TK,25,24,376,0,5
JP-1213,Kiyosumi Gardens Prefectural Park,35.6807,139.797,PM95vq,JP-TK,92,86,1786,0,2
JP-1214,Koishikawa-Korakuen Gardens Prefectural Park,35.7054,139.749,PM95uq,JP-TK,59,52,912,0,3
JP-1215,Tonogayato Gardens Prefectural Park,35.6986,139.482,PM95rq,JP-TK,50,48,661,0,5
JP-1216,Hama-rikyu Gardens Prefectural Park,35.6596,139.763,PM95vp,JP-TK,50,47,976,0,2
JP-1217,Mukojima-Hyakkaen Gardens Prefectural Park,35.7241,139.815,PM95vr,JP-TK,34,34,516,0,1
JP-1218,Rikugi-en Gardens Prefectural Park,35.7332,139.746,PM95ur,JP-TK,37,36,557,0,3
JP-1219,Aoyama Prefectural Park,35.6633,139.724,PM95up,JP-TK,151,146,2574,0,0
JP-1220,Akatsuka Prefectural Park,35.7848,139.657,PM95ts,JP-TK,61,58,1084,0,2
JP-1221,Ueno Prefectural Park,35.7155,139.774,PM95vr,JP-TK,528,452,9148,0,6
JP-1222,Ukita Prefectural Park,35.6744,139.861,PM95wq,JP-TK,46,35,677,0,0
JP-1223,Ukima Prefectural Park,35.7938,139.693,PM95ut,JP-TK,46,35,725,0,2
JP-1224,Oizumi-Chuo Prefectural Park,35.775,139.599,PM95ts,JP-TK,46,42,967,0,24
JP-1225,Ojima Komatsugawa Prefectural Park,35.6928,139.85,PM95wq,JP-TK,111,78,1628,0,2
JP-1226,Ogunohara Prefectural Park,35.7512,139.776,PM95vs,JP-TK,80,76,1291,0,5
JP-1227,Kasai Rinkai Prefectural Park,35.6407,139.86,PM95wp,JP-TK,69,63,1348,0,0
JP-1228,Kameido Chuo Prefectural Park,35.7005,139.836,PM95wq,JP-TK,56,46,867,0,1
JP-1229,Kinuta Prefectural Park,35.6303,139.62,PM95tp,JP-TK,100,93,2654,0,16
JP-1230,Kiba Prefectural Park,35.6745,139.809,PM95vq,JP-TK,122,101,1938,0,0
JP-1231,Komazawa Olympic Prefectural Park,35.6257,139.662,PM95tp,JP-TK,93,78,2112,0,3
JP-1232,Sarue Prefectural Park,35.6901,139.818,PM95vq,JP-TK,59,56,1088,0,2
JP-1233,Shioiri Prefectural Park,35.7363,139.81,PM95vr,JP-TK,125,110,1986,0,0
JP-1234,Shiokaze Prefectural Park,35.6238,139.769,PM95vo,JP-TK,80,75,1646,0,2
JP-1235,Shinozaki Prefectural Park,35.7156,139.898,PM95wr,JP-TK,50,44,900,0,0
JP-1236,Shiba Prefectural Park,35.6549,139.748,PM95up,JP-TK,86,76,1404,0,2
JP-1237,Shakujii Prefectural Park,35.7383,139.599,PM95tr,JP-TK,59,49,1074,1,21
JP-1238,Johoku-Chuo Prefectural Park,35.7566,139.673,PM95us,JP-TK,148,131,3356,0,10
JP-1239,Zenpukujigawa Prefectural Park,35.6906,139.632,PM95tq,JP-TK,62,46,847,0,3
JP-1240,Zenpukuji Prefectural Park,35.7146,139.591,PM95tr,JP-TK,31,27,423,0,3
JP-1241,Soshigaya Prefectural Park,35.6546,139.599,PM95tp,JP-TK,29,27,590,0,2
JP-1242,Daiba Prefectural Park,35.6336,139.772,PM95vp,JP-TK,39,38,774,0,0
JP-1243,The Tokyo Rinkai Disaster Prevention Prefectural Park,35.6346,139.797,PM95vp,JP-TK,54,53,782,0,3
JP-1244,Toneri Prefectural Park,35.797,139.772,PM95vt,JP-TK,247,238,8892,0,22
JP-1245,Toyama Prefectural Park,35.7055,139.704,PM95uq,JP-TK,216,171,4397,0,3
JP-1246,Nakagawa Prefectural Park,35.7753,139.846,PM95ws,JP-TK,47,46,806,0,2
JP-1247,Higashi Ayase Prefectural Park,35.771,139.831,PM95vs,JP-TK,76,74,1319,0,1
JP-1248,Higashi Shirahige Prefectural Park,35.7336,139.814,PM95vr,JP-TK,52,48,891,0,2
JP-1249,Hikarigaoka Prefectural Park,35.7666,139.629,PM95ts,JP-TK,155,145,3139,0,46
JP-1250,Hibiya Prefectural Park,35.6731,139.756,PM95vq,JP-TK,279,244,6696,0,32
JP-1251,Mizumoto Prefectural Park,35.7869,139.87,PM95ws,JP-TK,101,97,2289,0,3
JP-1252,Meiji Prefectural Park,35.6791,139.712,PM95uq,JP-TK,90,81,1288,0,0
JP-1253,Yumenoshima Prefectural Park,35.6511,139.827,PM95vp,JP-TK,109,95,2076,0,2
JP-1254,Yokoamicho Prefectural Park,35.6992,139.796,PM95vq,JP-TK,82,77,1370,0,2
JP-1255,Yoyogi Prefectural Park,35.6716,139.696,PM95uq,JP-TK,199,148,3323,0,3
JP-1256,Rinshinomori Prefectural Park,35.6249,139.703,PM95uo,JP-TK,134,125,3198,0,6
JP-1257,Roka Koshunen Prefectural Park,35.6617,139.613,PM95tp,JP-TK,43,41,813,0,2
JP-1258,Wadabori Prefectural Park,35.6845,139.641,PM95tq,JP-TK,124,113,2301,0,4
JP-1259,Akirudai Prefectural Park,35.7303,139.3,PM95pr,JP-TK,54,51,1339,0,4
JP-1260,Inokashira Prefectural Park,35.7,139.576,PM95sq,JP-TK,43,37,728,0,4
JP-1261,Oto Prefectural Park,35.6152,139.285,PM95po,JP-TK,83,78,1424,0,2
JP-1262,Oyamadairi Prefectural Park,35.6062,139.368,PM95qo,JP-TK,82,75,1793,0,8
JP-1263,Oyamada Prefectural Park,35.5976,139.417,PM95ro,JP-TK,92,81,2693,0,3
JP-1264,Koganei Prefectural Park,35.7164,139.518,PM95sr,JP-TK,241,191,3406,0,36
JP-1265,Komiya Prefectural Park,35.6731,139.34,PM95qq,JP-TK,52,49,1129,0,10
JP-1266,Sakuragaoka Prefectural Park,35.639,139.461,PM95rp,JP-TK,150,139,5792,0,82
JP-1267,Sayama Prefectural Park,35.7618,139.442,PM95rs,JP-TK,144,131,4230,0,23
JP-1268,Sayama Sakai Ryokudo Prefectural Park,35.7555,139.444,PM95rs,JP-TK,69,54,1111,0,28
JP-1269,Sengenyama Prefectural Park,35.68,139.5,PM95sq,JP-TK,75,67,1349,0,13
JP-1270,Takiyama Prefectural Park,35.7016,139.328,PM95pq,JP-TK,64,58,1467,0,11
JP-1271,Tamagawa Jyosui Ryokudo Prefectural Park,35.7218,139.358,PM95qr,JP-TK,80,73,2119,0,8
JP-1272,Naganuma Prefectural Park,35.6382,139.368,PM95qp,JP-TK,82,77,2638,0,19
JP-1273,Nogawa Prefectural Park,35.6832,139.525,PM95sq,JP-TK,46,42,755,0,1
JP-1274,Noyamakita Rokudoyama Prefectural Park,35.7643,139.378,PM95qs,JP-TK,185,162,7751,0,14
JP-1275,Hachikokuyama Ryokuchi Prefectural Park,35.7698,139.459,PM95rs,JP-TK,121,104,3675,0,163
JP-1276,Higashifushimi Prefectural Park,35.7287,139.557,PM95sr,JP-TK,300,240,4888,0,272
JP-1277,Higashimurayama Chuo Prefectural Park,35.7476,139.459,PM95rr,JP-TK,61,52,1441,0,26
JP-1278,Higashiyamato Prefectural Park,35.7554,139.432,PM95rs,JP-TK,39,37,825,0,9
JP-1279,Higashiyamato Minami Prefectural Park,35.7345,139.422,PM95rr,JP-TK,39,34,661,0,8
JP-1280,Hirayama Joshi Prefectural Park,35.6397,139.383,PM95qp,JP-TK,317,250,15606,0,64
JP-1281,Fuchunomori Prefectural Park,35.6765,139.492,PM95rq,JP-TK,51,37,785,0,2
JP-1282,Musashi Kokubunji Prefectural Park,35.697,139.472,PM95rq,JP-TK,458,424,6940,0,132
JP-1283,Musashino Prefectural Park,35.6894,139.519,PM95sq,JP-TK,44,39,683,0,6
JP-1284,Musashino Chuo Prefectural Park,35.7181,139.556,PM95sr,JP-TK,223,185,3937,0,270
JP-1285,Musashinonomori Prefectural Park,35.6765,139.523,PM95sq,JP-TK,64,57,1031,0,4
JP-1286,Ryonan Prefectural Park,35.6488,139.288,PM95pp,JP-TK,36,33,617,0,3
JP-1287,Rokusen Prefectural Park,35.7503,139.523,PM95ss,JP-TK,435,351,9439,2,936
JP-1289,Tanzawa Oyama Prefectural Nature Park,35.512,139.26,PM95pm,JP-KN,131,108,3909,0,10
JP-1290,Jinba Sagamiko Prefectural Nature Park,35.6581,139.154,PM95np,JP-KN,96,84,2230,0,2
JP-1291,Oku Yugawara Prefectural Nature Park,35.1523,139.095,PM95nd,JP-KN,35,34,853,0,1
JP-1292,Manazuru Hanto Prefectural Nature Park,35.1461,139.148,PM95nd,JP-KN,40,35,941,0,1
JP-1293,Odawara Suwanohara Prefectural Park,35.2825,139.134,PM95ng,JP-KN,29,27,640,0,1
JP-1294,Hayama Sangaokayama Prefectural Park,35.2682,139.578,PM95sg,JP-KN,42,36,881,0,3
JP-1295,Hayama Prefectural Park,35.2583,139.58,PM95sg,JP-KN,77,74,2082,0,1
JP-1296,Onshi Hakone Prefectural Park,35.1956,139.026,PM95me,JP-KN,26,24,552,0,1
JP-1297,Oiso Joyama Prefectural Park,35.3049,139.29,PM95ph,JP-KN,36,33,725,0,1
JP-1298,Jogashima Prefectural Park,35.1316,139.625,PM95td,JP-KN,53,45,1357,0,3
JP-1299,Zama Yatoyama Prefectural Park,35.4867,139.404,PM95ql,JP-KN,109,98,2682,0,10
JP-1300,Sagami Sansen Prefectural Park,35.4592,139.381,PM95ql,JP-KN,78,72,2092,0,7
JP-1301,Nanasawa Shinrin Prefectural Park,35.4472,139.301,PM95pk,JP-KN,56,47,1051,0,2
JP-1302,Shonan Shiomidai Prefectural Park,35.3218,139.438,PM95rh,JP-KN,30,29,510,0,0
JP-1303,Tsukayama Prefectural Park,35.28,139.641,PM95tg,JP-KN,68,41,996,0,1
JP-1304,Hodogaya Prefectural Park,35.4545,139.585,PM95tk,JP-KN,362,304,8982,0,2
JP-1305,Sagamiko Prefectural Park,35.6125,139.191,PM95oo,JP-KN,31,31,560,0,2
JP-1306,Higashitakane Shinrin Prefectural Park,35.6043,139.587,PM95to,JP-KN,94,89,2351,0,6
JP-1307,Shikinomori Prefectural Park,35.5025,139.536,PM95sm,JP-KN,234,219,6747,0,2
JP-1308,Aikawa Prefectural Park,35.5422,139.256,PM95pn,JP-KN,43,42,1077,0,5
JP-1309,Hadano Tokawa Prefectural Park,35.403,139.173,PM95oj,JP-KN,30,26,672,0,1
JP-1310,Chigasaki Satoyama Prefectural Park,35.3731,139.418,PM95ri,JP-KN,103,95,3474,0,8
JP-1311,Shonan Kaigan Prefectural Park,35.3136,139.474,PM95rh,JP-KN,49,44,1180,0,2
JP-1312,Kannonzaki Prefectural Park,35.256,139.739,PM95ug,JP-KN,43,36,812,0,2
JP-1313,Tsukuiko Shiroyama Prefectural Park,35.582,139.282,PM95pn,JP-KN,109,98,2404,0,10
JP-1314,Tsujido Kaihin Prefectural Park,35.3209,139.448,PM95rh,JP-KN,64,59,1542,0,4
JP-1315,Sagamihara Prefectural Park,35.5312,139.387,PM95qm,JP-KN,206,199,6035,0,23
JP-1316,Sakaigawa Yusuichi Prefectural Park,35.3907,139.482,PM95rj,JP-KN,102,93,3428,0,6
JP-1317,Mitsuike Prefectural Park,35.5226,139.661,PM95tm,JP-KN,179,171,5904,0,2
JP-1318,Akagi Prefectural Park,36.5418,139.191,PM96on,JP-GM,59,52,1725,0,1
JP-1319,Haruna Prefectural Park,36.4712,138.873,PM96kl,JP-GM,26,24,509,0,1
JP-1320,Myogi Prefectural Park,36.2865,138.74,PM96ig,JP-GM,14,13,324,0,2
JP-1321,Shikishima Prefectural Park,36.4142,139.051,PM96mj,JP-GM,21,19,360,0,0
JP-1322,Gunma no Mori Prefectural Park,36.2979,139.081,PM96mh,JP-GM,36,30,705,0,1
JP-1323,Kanayama General Prefectural Park,36.3185,139.372,PM96qh,JP-GM,33,30,993,0,1
JP-1324,Kannonyama Family Prefectural Park,36.2903,138.993,PM96lg,JP-GM,52,47,1374,0,1
JP-1325,Tataranuma Prefectural Park,36.2578,139.504,PM96sg,JP-GM,51,44,1262,0,1
JP-1326,Shibireko Prefectural Nature Park,35.5291,138.517,PM95gm,JP-YN,27,25,1046,0,2
JP-1327,Minami Alps Koma Prefectural Nature Park,35.5941,138.357,PM95eo,JP-YN,58,52,1552,0,3
JP-1328,Kose Sports Prefectural Park,35.6222,138.587,PM95ho,JP-YN,32,29,762,0,1
JP-1329,Atagoyama Koiki Prefectural Park,35.6724,138.582,PM95gq,JP-YN,21,20,360,0,0
JP-1330,Sone Kyuryo Prefectural Park,35.5898,138.582,PM95go,JP-YN,27,25,685,0,1
JP-1331,Midai Minami Prefectural Park,35.6681,138.455,PM95fq,JP-YN,24,24,675,0,1
JP-1332,Flower Center Heidi's Village Prefectural Park,35.7809,138.464,PM95fs,JP-YN,19,18,643,0,0
JP-1333,Fujikawa Craft Prefectural Park,35.4181,138.437,PM95fk,JP-YN,23,18,604,0,2
JP-1334,Fujihokuroku Prefectural Park,35.454,138.768,PM95jk,JP-YN,33,32,1106,0,1
JP-1335,Ontake Prefectural Nature Park,35.9127,137.518,PM85sv,JP-NN,25,23,893,0,0
JP-1336,Mibugawa Suikei Prefectural Nature Park,35.8311,138.062,PM95at,JP-NN,41,39,1120,0,2
JP-1337,Enrei Ojo Prefectural Nature Park,36.0859,138.029,PM96ac,JP-NN,170,162,4021,0,9
JP-1338,Hijiriyama Kogen Prefectural Nature Park,36.4896,138.065,PM96al,JP-NN,43,41,1090,0,0
JP-1339,Tenryu Koshibu Suikei Prefectural Nature Park,35.6121,137.988,PM85xo,JP-NN,21,21,768,0,0
JP-1340,Karasugawa Keikoku Ryokuchi Prefectural Park,36.3135,137.831,PM86vh,JP-NN,21,21,377,0,1
JP-1341,Matsumotodaira Koiki Prefectural Park,36.1682,137.925,PM86xe,JP-NN,80,74,1840,0,4
JP-1342,Minami Shinshu Koiki Prefectural Park,35.2496,137.67,PM85uf,JP-NN,22,21,1753,0,1
JP-1343,Iida Undo Prefectural Park,35.4857,137.8,PM85vl,JP-NN,19,19,623,0,0
JP-1344,Komaba Prefectural Park,36.2551,138.486,PM96fg,JP-NN,23,23,558,0,0
JP-1345,Wakasato Prefectural Park,36.6347,138.188,PM96cp,JP-NN,23,23,521,0,0
JP-1347,Nagano Sports Prefectural Park,36.6591,138.232,PM96cp,JP-NN,21,20,442,0,4
JP-1348,Senami Sasagawanagare Awashima Prefectural Nature Park,38.423,139.476,PM98rk,JP-NI,26,22,2702,0,0
JP-1349,Tainai Ninoji Prefectural Nature Park,37.9695,139.514,PM97sx,JP-NI,14,13,570,0,0
JP-1350,Aganogawa Line Prefectural Nature Park,37.6862,139.457,PM97rq,JP-NI,17,16,605,0,0
JP-1351,Gozu Renpo Prefectural Nature Park,37.8143,139.358,PM97qt,JP-NI,9,9,662,0,0
JP-1352,Nagaoka Higashiyama Yamamotoyama Prefectural Nature Park,37.4228,138.934,PM97lk,JP-NI,12,9,462,0,0
JP-1353,Okuhayade Awa Sumon Prefectural Nature Park,37.5793,139.147,PM97nn,JP-NI,7,7,421,0,1
JP-1354,Uonuma Renpo Prefectural Nature Park,37.0143,138.965,PM97la,JP-NI,7,6,222,0,0
JP-1355,Yoneyama Fukuurahakkei Prefectural Nature Park,37.3427,138.483,PM97fi,JP-NI,15,14,362,0,0
JP-1356,Naomine Matsunoyama Oike Prefectural Nature Park,37.1745,138.373,PM97ee,JP-NI,18,18,470,0,0
JP-1357,Kubiki Prefectural Nature Park,37.1716,138.096,PM97be,JP-NI,22,22,730,0,0
JP-1358,Hakuba Sanroku Prefectural Nature Park,36.9559,137.961,PM86xw,JP-NI,5,5,175,0,0
JP-1359,Oyashirazu Koshirazu Prefectural Nature Park,36.9921,137.694,PM86ux,JP-NI,10,10,275,0,1
JP-1360,Kosado Prefectural Nature Park,38.066,138.55,PM98gb,JP-NI,11,7,355,0,0
JP-1362,Toyanogata Prefectural Park,37.8802,139.042,PM97mv,JP-NI,17,13,383,0,0
JP-1363,Shimami Ryokuchi Prefectural Park,37.9703,139.206,PM97ox,JP-NI,12,12,248,0,0
JP-1364,Shiunji Kinen Prefectural Park,38.0359,139.297,PM98pa,JP-NI,17,14,420,0,0
JP-1365,Seiro Ryokuchi Prefectural Park,37.9958,139.258,PM97px,JP-NI,14,11,331,0,1
JP-1366,Niigata Prefectural Botanical Garden Prefectural Park,37.7607,139.113,PM97ns,JP-NI,6,6,197,0,2
JP-1367,Okutadami Recreation City Prefectural Park,37.1646,138.936,PM97ld,JP-NI,7,7,248,0,0
JP-1368,Ogata Mizu to Mori Prefectural Park,37.2309,138.35,PM97ef,JP-NI,13,13,261,0,0
JP-1369,Asahi Prefectural Nature Park,36.8561,137.675,PM86uu,JP-TY,11,11,348,0,0
JP-1370,Arimine Prefectural Nature Park,36.4909,137.456,PM86rl,JP-TY,5,5,187,0,0
JP-1371,Gokayama Prefectural Nature Park,36.4133,136.88,PM86kj,JP-TY,7,7,230,0,0
JP-1372,Shiraki Mizunashi Prefectural Nature Park,36.4333,137.082,PM86mk,JP-TY,7,7,165,0,0
JP-1373,Iozen Prefectural Nature Park,36.5364,136.814,PM86jm,JP-TY,29,28,788,0,2
JP-1374,Sogatake Prefectural Nature Park,36.7617,137.564,PM86ss,JP-TY,6,6,146,0,0
JP-1375,Toyama Athletic Recreation Prefectural Park,36.6264,137.197,PM86op,JP-TY,10,10,257,0,1
JP-1376,Gofuku Prefectural Park,36.6967,137.19,PM86oq,JP-TY,10,10,197,0,0
JP-1377,Iwase Sports Prefectural Park,36.743,137.239,PM86or,JP-TY,10,10,190,0,0
JP-1378,Joganjigawa Prefectural Park,36.6943,137.282,PM86pq,JP-TY,11,11,203,0,1
JP-1379,Kuko Sports Ryokuchi Prefectural Park,36.6467,137.19,PM86op,JP-TY,13,13,292,0,0
JP-1380,Fuganunga Kansui Prefectural Park,36.7094,137.212,PM86or,JP-TY,9,9,155,0,0
JP-1381,Shinko no Mori Prefectural Park,36.7689,137.09,PM86ns,JP-TY,8,8,176,0,0
JP-1382,Taikoyama Land Prefectural Park,36.6915,137.105,PM86nq,JP-TY,8,8,158,0,1
JP-1383,Yamanaka Dainichisan Prefectural Nature Park,36.2002,136.419,PM86fe,JP-IS,12,12,310,0,0
JP-1384,Shishiku Tedori Prefectural Nature Park,36.4459,136.648,PM86hk,JP-IS,21,20,374,0,0
JP-1385,Goishigamine Prefectural Nature Park,36.9205,136.891,PM86kw,JP-IS,12,12,340,0,1
JP-1386,Hakusan Ichirino Prefectural Nature Park,36.2287,136.766,PM86jf,JP-IS,10,9,212,0,0
JP-1387,Iozen Prefectural Nature Park,36.5372,136.8,PM86jm,JP-IS,62,54,2189,0,1
JP-1388,Kenmin Kaihin Prefectural Park,36.5926,136.583,PM86go,JP-IS,17,16,413,0,1
JP-1389,Kibagata Prefectural Park,36.3671,136.45,PM86fi,JP-IS,18,18,412,0,1
JP-1390,Hakusanroku Theme Prefectural Park,36.3812,136.613,PM86hj,JP-IS,19,16,369,0,0
JP-1391,Noto Rekishi Prefectural Park,36.9592,136.971,PM86lx,JP-IS,11,11,283,0,1
JP-1392,Hokubu Prefectural Park,36.6273,136.693,PM86ip,JP-IS,24,22,556,0,1
JP-1393,Kanazawajo Prefectural Park,36.5663,136.66,PM86hn,JP-IS,6,4,92,0,0
JP-1394,Okuutatsuyama Kenmin Prefectural Park,36.5602,136.697,PM86in,JP-IS,26,26,567,0,1
JP-1395,Awazu Prefectural Park,36.3549,136.42,PM86fi,JP-IS,12,12,279,0,1
JP-1396,Matto Seaside Prefectural Park,36.5396,136.533,PM86gm,JP-IS,21,20,516,0,0
JP-1397,Seibu Ryokuchi Prefectural Park,36.5751,136.603,PM86hn,JP-IS,28,28,794,0,4
JP-1398,Tedori Prefectural Park,36.4847,136.479,PM86fl,JP-IS,21,20,572,0,1
JP-1399,Honda no Mori Prefectural Park,36.5592,136.662,PM86hn,JP-IS,7,7,97,0,0
JP-1400,Kenrokuen Prefectural Park,36.5619,136.662,PM86hn,JP-IS,6,4,74,0,0
JP-1401,Ishikawa Shikou Kinen Prefectural Park,36.5629,136.655,PM86hn,JP-IS,4,4,57,0,0
